Area,Area Id,Variable Name,Variable Id,Year,Value,Symbol,Md
[19] [P-Components-N] | TO: Venezuela (Bolivarian Republic of): 15 (Catatumbo-Paraguachon)+480 (Orinoco); Brazil: 430 (Japur/Japurá/Apaporis)+124 (Negro)+250 (Putumayo/Içá)+76 (Vaupés/Uaupés),,,,,,,
[20] [P-Observations-S] | (VEN:)On Catatumbo-Paraguachon: Afluent to Lake Maracaibo,,,,,,,
[21] [P-Components-N] | TO: Venezuela (Bolivarian Republic of): 15 (Catatumbo-Paraguachon)+480 (Orinoco); Brazil: 430 (Japur/Japurá/Apaporis)+124 (Negro)+250 (Putumayo/Içá)+76 (Vaupés/Uaupés),,,,,,,
[22] [P-Observations-S] | (VEN:)On Catatumbo-Paraguachon: Afluent to Lake Maracaibo,,,,,,,
[23] [P-Components-N] | TO: Venezuela (Bolivarian Republic of): 15 (Catatumbo-Paraguachon)+480 (Orinoco); Brazil: 430 (Japur/Japurá/Apaporis)+124 (Negro)+250 (Putumayo/Içá)+76 (Vaupés/Uaupés),,,,,,,
[24] [P-Observations-S] | (VEN:)On Catatumbo-Paraguachon: Afluent to Lake Maracaibo,,,,,,,
[25] [P-Components-N] | TO: Venezuela (Bolivarian Republic of): 15 (Catatumbo-Paraguachon)+480 (Orinoco); Brazil: 430 (Japur/Japurá/Apaporis)+124 (Negro)+250 (Putumayo/Içá)+76 (Vaupés/Uaupés),,,,,,,
[26] [P-Observations-S] | (VEN:)On Catatumbo-Paraguachon: Afluent to Lake Maracaibo,,,,,,,
[27] [P-Components-N] | TO: Venezuela (Bolivarian Republic of): 15 (Catatumbo-Paraguachon)+480 (Orinoco); Brazil: 430 (Japur/Japurá/Apaporis)+124 (Negro)+250 (Putumayo/Içá)+76 (Vaupés/Uaupés),,,,,,,
[28] [P-Observations-S] | (VEN:)On Catatumbo-Paraguachon: Afluent to Lake Maracaibo,,,,,,,
[29] [P-Components-N] | TO: Venezuela (Bolivarian Republic of): 15 (Catatumbo-Paraguachon)+480 (Orinoco); Brazil: 430 (Japur/Japurá/Apaporis)+124 (Negro)+250 (Putumayo/Içá)+76 (Vaupés/Uaupés),,,,,,,
[30] [P-Observations-S] | (VEN:)On Catatumbo-Paraguachon: Afluent to Lake Maracaibo,,,,,,,
[31] [P-Components-N] | TO: Venezuela (Bolivarian Republic of): 15 (Catatumbo-Paraguachon)+480 (Orinoco); Brazil: 430 (Japur/Japurá/Apaporis)+124 (Negro)+250 (Putumayo/Içá)+76 (Vaupés/Uaupés),,,,,,,
[32] [P-Observations-S] | (VEN:)On Catatumbo-Paraguachon: Afluent to Lake Maracaibo,,,,,,,
[33] [P-Components-N] | Industrial: 1.577 + thermoelectric 0.665,,,,,,,
"[34] [P-Components-N] | 0. 528 km3 correspond to institutions withdrawal (hospitals, schools, universities, hoteles) and 2.606 km3 correspond to domestic withdrawal",,,,,,,
[35] [P-Adjustment-N] | Environmental Water Requirement as a percentage of Total Runoff: 41.7% (IWMI),,,,,,,
[36] [P-Adjustment-N] | Environmental Water Requirement as a percentage of Total Runoff: 41.7% (IWMI),,,,,,,
[37] [P-Adjustment-N] | Environmental Water Requirement as a percentage of Total Runoff: 41.7% (IWMI),,,,,,,
[38] [P-Adjustment-N] | Environmental Water Requirement as a percentage of Total Runoff: 41.7% (IWMI),,,,,,,
[39] [P-Adjustment-N] | Environmental Water Requirement as a percentage of Total Runoff: 41.7% (IWMI),,,,,,,
[40] [P-Adjustment-N] | Environmental Water Requirement as a percentage of Total Runoff: 41.7% (IWMI),,,,,,,
[41] [P-Adjustment-N] | Environmental Water Requirement as a percentage of Total Runoff: 41.7% (IWMI),,,,,,,
[42] [P-Adjustment-N] | Environmental Water Requirement as a percentage of Total Runoff: 41.7% (IWMI),,,,,,,
[43] [P-Observations-N] | Domestic wastewater produced outside urban areas might have also been considered,,,,,,,
"[44] [P-Methodology-N] | Data collected from national reports/survey/statistics/international surveys, etc..",,,,,,,
"[45] [P-Observations-N] | Definition as stated in the source: ""Urban wastewater (domestic or the mixture of domestic wastewater with industrial wastewater and/or runoff rainwater) generated and discharged""",,,,,,,
"[46] [P-Reference period-N] | Of these 2.11 km3/year 15.3% were generated in Bogotá, 13% in Antioquia and 9.9% in Cauca (proportion of other departments<5%).",,,,,,,
[47] [P-Observations-N] | Domestic wastewater produced outside urban areas might have also been considered,,,,,,,
[48] [P-Methodology-N] | GWI estimate. Details of estimation not available in the source,,,,,,,
[49] [P-Observations-N] | The total volume of wastewater that is produced by the population of the country,,,,,,,
[50] [P-Observations-N] | Domestic wastewater produced outside urban areas might have also been considered,,,,,,,
"[51] [P-Observations-S] | In 1993: Sewage system coverage: 73.2% (national), 81.8% (urban), 51% (rural).",,,,,,,
"[52] [P-Observations-S] | in 2003: Sewage system coverage: 82% (national), 90.2% (urban), 57.9% (rural).",,,,,,,
"[53] [P-Observations-S] | in 2005: Sewage system coverage: 83.4% of the total population has acces (urban: 97%, rural: 51%).",,,,,,,
[54] [P-Methodology-N] | Value is an estimate. Details of the estimation not available,,,,,,,
[55] [P-Observations-S] | In 2007: 8 % of the daily produced wastewater recieves any type of treatment.,,,,,,,
[56] [P-Observations-S] | in 2002: 218 municipalities have wastewater treatment plants.,,,,,,,
[57] [P-Reference Area-S] | in 2003: Data for 570 cities (11 060 000 inhab.): 0.471 km3/yr.,,,,,,,
[58] [P-Components-N] | 124652 ha in 1st semester + 120277ha in 2nd semester,,,,,,,
[59] [P-Components-N] | 2147 ha in 1st semester + 32651 ha in 2nd semester,,,,,,,
[60] [P-Components-N] | 8357 ha in 1st semester + 18414 ha in 2nd semester,,,,,,,
[61] [P-Observations-N] | National figure given same as the one during year 2000 survey. The 1961-1990 (CRU)average is 1875.,,,,,,,
[62] [P-Observations-N] | National figure given same as the one during year 2000 survey. The 1961-1990 (CRU)average is 1875.,,,,,,,
[63] [P-Observations-N] | National figure given same as the one during year 2000 survey. The 1961-1990 (CRU)average is 1875.,,,,,,,
[64] [P-Observations-N] | National figure given same as the one during year 2000 survey. The 1961-1990 (CRU)average is 1875.,,,,,,,
[65] [P-Observations-N] | National figure given same as the one during year 2000 survey. The 1961-1990 (CRU)average is 1875.,,,,,,,
[66] [P-Observations-N] | National figure given same as the one during year 2000 survey. The 1961-1990 (CRU)average is 1875.,,,,,,,
[67] [P-Observations-N] | National figure given same as the one during year 2000 survey. The 1961-1990 (CRU)average is 1875.,,,,,,,
[68] [P-Observations-N] | National figure given same as the one during year 2000 survey. The 1961-1990 (CRU)average is 1875.,,,,,,,
[69] [P-Methodology-N] | Difference between groundwater (227) and overlap (204.7) is what is given by MPPA (Ministerio del Poder Popular para el Ambiente) as renewable groundwater (22.3).,,,,,,,
[70] [P-Methodology-N] | Difference between groundwater (227) and overlap (204.7) is what is given by MPPA (Ministerio del Poder Popular para el Ambiente) as renewable groundwater (22.3).,,,,,,,
[71] [P-Methodology-N] | Difference between groundwater (227) and overlap (204.7) is what is given by MPPA (Ministerio del Poder Popular para el Ambiente) as renewable groundwater (22.3).,,,,,,,
[72] [P-Methodology-N] | Difference between groundwater (227) and overlap (204.7) is what is given by MPPA (Ministerio del Poder Popular para el Ambiente) as renewable groundwater (22.3).,,,,,,,
[73] [P-Methodology-N] | Difference between groundwater (227) and overlap (204.7) is what is given by MPPA (Ministerio del Poder Popular para el Ambiente) as renewable groundwater (22.3).,,,,,,,
[74] [P-Methodology-N] | Difference between groundwater (227) and overlap (204.7) is what is given by MPPA (Ministerio del Poder Popular para el Ambiente) as renewable groundwater (22.3).,,,,,,,
[75] [P-Methodology-N] | Difference between groundwater (227) and overlap (204.7) is what is given by MPPA (Ministerio del Poder Popular para el Ambiente) as renewable groundwater (22.3).,,,,,,,
[76] [P-Methodology-N] | Difference between groundwater (227) and overlap (204.7) is what is given by MPPA (Ministerio del Poder Popular para el Ambiente) as renewable groundwater (22.3).,,,,,,,
[77] [P-Observations-S] | (COL:)On Catatumbo-Paraguachon: Afluent to Lake Maracaibo,,,,,,,
[78] [P-Observations-S] | (COL:)On Catatumbo-Paraguachon: Afluent to Lake Maracaibo,,,,,,,
[79] [P-Observations-S] | (COL:)On Catatumbo-Paraguachon: Afluent to Lake Maracaibo,,,,,,,
[80] [P-Observations-S] | (COL:)On Catatumbo-Paraguachon: Afluent to Lake Maracaibo,,,,,,,
[81] [P-Observations-S] | (COL:)On Catatumbo-Paraguachon: Afluent to Lake Maracaibo,,,,,,,
[82] [P-Observations-S] | (COL:)On Catatumbo-Paraguachon: Afluent to Lake Maracaibo,,,,,,,
[83] [P-Observations-S] | (COL:)On Catatumbo-Paraguachon: Afluent to Lake Maracaibo,,,,,,,
[84] [P-Observations-S] | (COL:)On Catatumbo-Paraguachon: Afluent to Lake Maracaibo,,,,,,,
"[85] [P-Components-N] | From Colombia: 480 (Orinoco), 15 from Catatumbo-Paraguachon (tributaries to Lago Maracaibo).",,,,,,,
"[86] [P-Components-N] | From Colombia: 480 (Orinoco), 15 from Catatumbo-Paraguachon (tributaries to Lago Maracaibo).",,,,,,,
"[87] [P-Components-N] | From Colombia: 480 (Orinoco), 15 from Catatumbo-Paraguachon (tributaries to Lago Maracaibo).",,,,,,,
"[88] [P-Components-N] | From Colombia: 480 (Orinoco), 15 from Catatumbo-Paraguachon (tributaries to Lago Maracaibo).",,,,,,,
"[89] [P-Components-N] | From Colombia: 480 (Orinoco), 15 from Catatumbo-Paraguachon (tributaries to Lago Maracaibo).",,,,,,,
"[90] [P-Components-N] | From Colombia: 480 (Orinoco), 15 from Catatumbo-Paraguachon (tributaries to Lago Maracaibo).",,,,,,,
"[91] [P-Components-N] | From Colombia: 480 (Orinoco), 15 from Catatumbo-Paraguachon (tributaries to Lago Maracaibo).",,,,,,,
"[92] [P-Components-N] | From Colombia: 480 (Orinoco), 15 from Catatumbo-Paraguachon (tributaries to Lago Maracaibo).",,,,,,,
[93] [P-Components-N] | Negro bordering with Colombia.,,,,,,,
[94] [P-Components-N] | Negro bordering with Colombia.,,,,,,,
[95] [P-Components-N] | Negro bordering with Colombia.,,,,,,,
[96] [P-Components-N] | Negro bordering with Colombia.,,,,,,,
[97] [P-Components-N] | Negro bordering with Colombia.,,,,,,,
[98] [P-Components-N] | Negro bordering with Colombia.,,,,,,,
[99] [P-Components-N] | Negro bordering with Colombia.,,,,,,,
[100] [P-Components-N] | Negro bordering with Colombia.,,,,,,,
"[101] [P-Components-N] | TO: Guyana: 15 El Dorado, 15 Anacoco (Cuyuni); Colombia: 70 (Orinoco [border- VEN/COL]); Brazil: 60 (Casiquiare)",,,,,,,
"[102] [P-Observations-S] | (BRA:)On Casiquiare: This natural canal connects the Orinoco and Amazon basins, and therefore, flow can invert and go north under flood conditions.",,,,,,,
"[103] [P-Observations-S] | (BRA:)On Casiquiare: This natural canal connects the Orinoco and Amazon basins, and therefore, flow can invert and go north under flood conditions.",,,,,,,
"[104] [P-Components-N] | TO: Guyana: 15 El Dorado, 15 Anacoco (Cuyuni); Colombia: 70 (Orinoco [border- VEN/COL]); Brazil: 60 (Casiquiare)",,,,,,,
"[105] [P-Components-N] | TO: Guyana: 15 El Dorado, 15 Anacoco (Cuyuni); Colombia: 70 (Orinoco [border- VEN/COL]); Brazil: 60 (Casiquiare)",,,,,,,
"[106] [P-Observations-S] | (BRA:)On Casiquiare: This natural canal connects the Orinoco and Amazon basins, and therefore, flow can invert and go north under flood conditions.",,,,,,,
"[107] [P-Observations-S] | (BRA:)On Casiquiare: This natural canal connects the Orinoco and Amazon basins, and therefore, flow can invert and go north under flood conditions.",,,,,,,
"[108] [P-Components-N] | TO: Guyana: 15 El Dorado, 15 Anacoco (Cuyuni); Colombia: 70 (Orinoco [border- VEN/COL]); Brazil: 60 (Casiquiare)",,,,,,,
"[109] [P-Observations-S] | (BRA:)On Casiquiare: This natural canal connects the Orinoco and Amazon basins, and therefore, flow can invert and go north under flood conditions.",,,,,,,
"[110] [P-Components-N] | TO: Guyana: 15 El Dorado, 15 Anacoco (Cuyuni); Colombia: 70 (Orinoco [border- VEN/COL]); Brazil: 60 (Casiquiare)",,,,,,,
"[111] [P-Components-N] | TO: Guyana: 15 El Dorado, 15 Anacoco (Cuyuni); Colombia: 70 (Orinoco [border- VEN/COL]); Brazil: 60 (Casiquiare)",,,,,,,
"[112] [P-Observations-S] | (BRA:)On Casiquiare: This natural canal connects the Orinoco and Amazon basins, and therefore, flow can invert and go north under flood conditions.",,,,,,,
"[113] [P-Observations-S] | (BRA:)On Casiquiare: This natural canal connects the Orinoco and Amazon basins, and therefore, flow can invert and go north under flood conditions.",,,,,,,
"[114] [P-Components-N] | TO: Guyana: 15 El Dorado, 15 Anacoco (Cuyuni); Colombia: 70 (Orinoco [border- VEN/COL]); Brazil: 60 (Casiquiare)",,,,,,,
"[115] [P-Observations-S] | (BRA:)On Casiquiare: This natural canal connects the Orinoco and Amazon basins, and therefore, flow can invert and go north under flood conditions.",,,,,,,
"[116] [P-Components-N] | TO: Guyana: 15 El Dorado, 15 Anacoco (Cuyuni); Colombia: 70 (Orinoco [border- VEN/COL]); Brazil: 60 (Casiquiare)",,,,,,,
[117] [P-Components-N] | Irrigation water withdrawal only,,,,,,,
[118] [P-Adjustment-N] | Environmental Water Requirement as a percentage of Total Runoff: 33.8% (IWMI),,,,,,,
[119] [P-Adjustment-N] | Environmental Water Requirement as a percentage of Total Runoff: 33.8% (IWMI),,,,,,,
[120] [P-Adjustment-N] | Environmental Water Requirement as a percentage of Total Runoff: 33.8% (IWMI),,,,,,,
[121] [P-Adjustment-N] | Environmental Water Requirement as a percentage of Total Runoff: 33.8% (IWMI),,,,,,,
[122] [P-Adjustment-N] | Environmental Water Requirement as a percentage of Total Runoff: 33.8% (IWMI),,,,,,,
[123] [P-Adjustment-N] | Environmental Water Requirement as a percentage of Total Runoff: 33.8% (IWMI),,,,,,,
[124] [P-Adjustment-N] | Environmental Water Requirement as a percentage of Total Runoff: 33.8% (IWMI),,,,,,,
[125] [P-Adjustment-N] | Environmental Water Requirement as a percentage of Total Runoff: 33.8% (IWMI),,,,,,,
[126] [P-Components-N] | 759 500 ha + 295 745 ha of permanent pastures,,,,,,,
[127] [P-Components-N] | 683 090 ha + 295 745 ha of permanent pastures,,,,,,,
,,,,,,,
E - External data,,,,,,,
I - AQUASTAT estimate,,,,,,,
K - Aggregate data,,,,,,,
L - Modelled data,,,,,,,
(c)  FAO of the UN,,,,,,,
The information contained in AQUASTAT is provided free of charge to all users. Please quote as follows:,,,,,,,
FAO. 2016. AQUASTAT Main Database - Food and Agriculture Organization of the United Nations (FAO). Website accessed on[24/03/2019 20:8],,,,,,,
 ,,,,,,,
